"LENGTH","NEGATIVE","SEQUENCE","SEQUENCE2by2","STD","MERGE1","MERGE2","MERGE3","MERGE4","MERGE5","MERGE6","MERGE7","MERGE8","HEAP1","HEAP2","HEAP3","HEAP4","HEAP5","HEAP6","HEAP7","HEAP8","MIX1","MIX2","MIX3","MIX4","MIX5","MIX6","MIXDIF","Id","Predicted","confidence(2)","confidence(1)","prediction(Predicted)"
100000.0,0.49966,0.49733,0.24878,1.2438016199728668E9,299826.62200927734,469756.4442952474,643761.8732452393,343935.2512359619,169929.82228597003,174005.42894999188,1413344.939549764,2147.113785063822,633979.320526123,983966.5095011393,1352309.226989746,718329.906463623,349987.18897501624,368342.7174886068,2970255.0570170083,2133.0494279647787,334152.6985168457,514210.0652058919,708547.3537445068,2114.4864197766474,2094.63121038677,2100.6357834965906,3.0,8039.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50102,0.49945,0.24902,1.2425793603585498E9,304497.4009195964,473571.0620880127,641582.6479593912,337085.24703979486,169073.66116841632,168011.58587137854,1419651.1109670005,2107.021754608682,627039.1941070557,1004000.8227030436,1356989.7810618083,729950.5869547527,376961.6285959879,352988.95835876476,2988029.7978719072,2164.122743545959,322541.7931874593,530429.7606150309,715407.1331024171,2059.2595937218775,2120.0637097130125,2115.066212245345,3.0,8040.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50012,0.50004,0.24884,1.2397634440296714E9,304967.0060475667,462964.37581380206,634704.2719523112,329737.26590474445,157997.36976623535,171739.8961385091,1402635.65381368,2081.222753169942,626047.7701822916,987599.9291737875,1351227.2834777832,725179.5132954916,361552.15899149585,363627.35430399573,2964874.9828338623,2158.345333750386,321080.7641347249,524635.5533599854,716523.011525472,2052.8377095476517,2133.2093369771214,2128.9084431738447,3.0,8044.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50248,0.50035,0.24901,1.2411049797831132E9,303616.7621612549,465739.80649312335,643295.2880859375,339678.5259246826,162123.04433186847,177555.48159281415,1412651.8567403157,2118.7739553861484,629971.6631571451,991559.4259897867,1363411.9828542073,733440.3196970621,361587.7628326416,371852.55686442053,2984943.072001139,2164.2433502824188,326354.90099589026,525819.6194966633,720116.6947682698,2074.8909206223566,2128.998664417204,2119.418575116424,3.0,8048.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50033,0.50101,0.25156,1.2431255405006516E9,301498.5720316569,469444.11595662433,636125.3261566162,334626.7541249593,167945.5439249674,166681.21019999188,1407068.0141448975,2109.8784046307987,623602.8671264648,989643.1763966879,1369252.9996236165,745650.1324971516,366040.309270223,379609.8232269286,2982499.0431467695,2195.7131241764096,322104.2950948079,520199.06044006353,733127.6734670002,2068.3443471201163,2108.1171171567707,2152.489365415553,3.0,8050.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.49831,0.50124,0.25089,1.2394688072123637E9,302825.5303700765,472393.9895629883,650301.9332885742,347476.40291849774,169568.4591929118,177907.94372558594,1425521.453221639,2147.4475170368046,630327.7810414633,988359.6102396647,1366572.7774302165,736244.9963887533,358031.8291982014,378213.1671905519,2985260.1687113447,2168.0351374840047,327502.2506713868,515965.6206766764,716270.8441416423,2081.4882426562694,2092.235786390924,2101.443510277547,3.0,8053.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50169,0.50144,0.25045,1.2404805435200415E9,305946.19115193683,469872.31572469074,648497.8199005127,342551.62874857587,163926.1245727539,178625.50417582196,1424316.3267771401,2119.6466524352327,632873.6941019694,989096.8799591064,1386934.8367055256,754061.1426035563,356223.1858571371,397837.9567464192,3008905.4107666016,2191.487574267957,326927.50295003253,519224.5642344157,738437.016805013,2068.5784376628376,2105.033318325231,2138.6885108084066,3.0,8057.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.49839,0.50049,0.24931,1.2377146480188377E9,309156.6562652588,468394.27947998047,640634.8546346029,331478.1983693441,159237.62321472168,172240.57515462243,1418185.7903798423,2072.2013958028233,625639.4386291504,987580.5377960205,1379897.5944519043,754258.1558227539,361941.0991668701,392317.0566558838,2993117.570877075,2205.5796186305365,316482.7823638916,519186.25831604004,739262.7398173014,2023.697132020819,2108.4385122987615,2153.9533549715343,3.0,8058.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50217,0.4994,0.24814,1.2365787368258812E9,302023.41079711914,465603.7489573161,642953.4753163656,340930.06451924646,163580.33816019696,177349.7263590495,1410580.6350708008,2128.8199931900726,687733.1733703613,1040278.1963348389,1362651.5865325928,674918.4131622314,352545.02296447754,322373.3901977539,3090662.956237793,1981.3666684924783,385709.7625732422,574674.4473775227,719698.1112162272,2277.085645630095,2234.2564866895127,2119.3626581800486,3.0,8059.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.49767,0.49919,0.2505,1.239925886663251E9,304392.57621765137,464326.4611562093,641441.4246877035,337048.8484700521,159933.88493855792,177114.9635314942,1410160.462061564,2107.283405719627,629953.4638722738,988528.331120809,1388903.299967448,758949.8360951742,358574.86724853516,400374.96884663904,3007385.0949605308,2204.771272198378,325560.88765462243,524201.86996459967,747461.8752797445,2069.542797988066,2128.9511019020883,2165.2846955490268,3.0,8062.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.49846,0.50054,0.24815,1.2407637022433164E9,301880.0417582194,467734.33685302734,642296.8705495199,340416.8287913005,165854.29509480792,174562.53369649255,1411911.2491607666,2127.655961648322,654027.541478475,981567.939122518,1416654.9841562908,762627.4426778158,327540.39764404297,435087.0450337728,3052250.4647572837,2166.047902132444,352147.49972025555,513833.6022694906,774358.1136067709,2166.5146780465075,2098.5586513203725,2205.607794639051,3.0,8066.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.49953,0.50008,0.25215,1.2392185536097574E9,296227.6140848796,471636.45426432294,628767.4109141032,332539.7968292236,175408.84017944336,157130.95664978022,1396631.4792633057,2122.5820315790656,620097.796122233,1004679.9182891846,1373379.389444987,753281.593322754,384582.12216695154,368699.4711558025,2998157.1038564043,2214.778697865696,323870.18203735346,533043.4640248616,744611.9785308839,2093.315297555458,2130.199880024804,2184.2407313196554,3.0,8068.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.49916,0.49942,0.24992,1.2384727459779434E9,298827.4892171224,473363.08161417645,635692.3580169678,336864.8687998454,174535.59239705408,162329.27640279132,1407882.9288482666,2127.288756741806,639373.1435139974,1000121.8318939209,1357101.9967397053,717728.8532257079,360748.68837992346,356980.1648457844,2996596.972147624,2122.5508304603895,340545.65429687506,526758.7502797444,721409.6387227376,2139.606182781401,2112.8006613517214,2134.840822962169,3.0,8075.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50089,0.50152,0.25053,1.24202219502373E9,301493.00893147785,464732.48799641925,635573.148727417,334080.13979593915,163239.4790649414,170840.66073099774,1401798.645655314,2108.085859038501,625517.1298980713,982910.6330871582,1346530.596415202,721013.4665171306,357393.5031890869,363619.9633280437,2954958.3594004316,2152.6678200397496,324024.12096659344,518178.14509073895,710957.4476877849,2074.731789353817,2115.003057618669,2118.6083759380126,3.0,8076.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.49949,0.50061,0.24982,1.2404651723418999E9,308196.3857014974,458380.93757629395,630660.1365407308,322463.75083923346,150184.55187479657,172279.1989644369,1397237.459818522,2046.2930968682892,630197.5250244141,1024119.6950276693,1369326.6709645588,739129.1459401448,393922.17000325525,345206.97593688953,3023643.8910166426,2172.8531398334367,322001.1393229167,565738.7574513754,738666.534423828,2044.792068505274,2234.210917327278,2171.259275202535,3.0,8083.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.49808,0.49981,0.25037,1.2383174782667217E9,297720.5117543538,469886.77978515625,635701.0205586752,337980.50880432135,172166.26803080243,165814.24077351892,1403308.312098185,2135.2274884008857,628308.6935679117,1001346.6676076254,1393057.7437082927,764749.050140381,373037.9740397136,391711.07610066736,3022713.10488383,2217.154971702969,330588.1818135579,531459.8878224691,757356.7231496176,2110.3977346590173,2131.038179166193,2191.372514211205,3.0,8084.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50035,0.5006,0.25024,1.243120286088804E9,306932.2109222412,467397.0540364583,636169.6720123291,329237.4610900879,160464.8431142171,168772.6179758708,1410498.9369710286,2072.671584715159,624624.8086293539,988358.8155110677,1364851.7926534016,740226.9840240477,363734.00688171387,376492.97714233387,2977835.4167938232,2185.0745820492875,317692.59770711267,520961.76147460943,728682.1206410725,2035.0578609932782,2114.602150303611,2145.421029481189,3.0,8086.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50195,0.49895,0.25015,1.2390644705369844E9,296338.4787241618,466000.0801086426,634782.870610555,338444.39188639325,169661.60138448077,168782.79050191247,1397121.4294433594,2142.08722857562,627225.0016530355,982438.325881958,1372381.6871643066,745156.6855112711,355213.3242289225,389943.36128234863,2982045.0146993003,2188.021337713627,330886.5229288737,516438.24577331543,737598.8165537516,2116.583051763824,2108.2363883991475,2161.970258971079,3.0,8094.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.49935,0.49979,0.24851,1.2383661028032107E9,300809.70128377277,465471.18822733563,638089.1799926758,337279.478708903,164661.48694356286,172617.99176534015,1404370.0695037842,2121.2387009776858,655725.2407073975,1009811.004002889,1373951.1966705322,718225.9559631348,354085.7632954916,364140.1926676432,3039487.441380819,2095.3154025126614,354915.5394236247,544339.8157755535,735862.0166778564,2179.867331103163,2169.438258571008,2153.2275420910646,3.0,8098.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.4974,0.50106,0.25174,1.237785143094391E9,307866.1759694417,464864.8103078206,648649.2156982422,340783.0397288005,156998.6343383789,183784.40539042157,1421380.2019755044,2106.919390074946,627319.5743560791,992605.2093505859,1370480.6168874104,743161.0425313313,365285.63499450684,377875.40753682447,2990405.400594075,2184.6610131592965,319453.3983866374,527740.3990427654,721831.4011891682,2037.6372051288474,2135.2556428035714,2112.8224373356384,3.0,8101.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.49854,0.49895,0.25028,1.2390743600751402E9,303776.0257720947,468645.97002665204,653862.8737131754,350086.8479410807,164869.9442545573,185216.90368652338,1426284.8695119224,2152.450549878911,626609.6433003744,986429.9297332764,1350306.6698710124,723697.0265706381,359820.286432902,363876.7401377361,2963346.242904663,2154.940774225722,322833.61752827966,517783.95970662433,696443.796157837,2062.7356675292167,2104.8509809594175,2065.1220984651595,3.0,8103.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50113,0.49869,0.24912,1.2413327952735016E9,306114.19677734375,468558.70882670087,646323.5219319662,340209.32515462243,162444.51204935712,177764.81310526532,1420996.4275360107,2111.3804218694186,624044.2593892416,1005970.9548950195,1380942.1062469482,756897.8468577067,381926.69550577796,374971.1513519287,3010957.3205312095,2212.891290112163,317930.0626118978,537412.2460683186,734618.584314982,2038.599535594713,2146.9475136083397,2136.611247133769,3.0,8105.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50192,0.5008,0.25069,1.2398480374735613E9,309401.4326731364,464281.16162618,640979.2105356852,331577.77786254877,154879.72895304358,176698.0489095052,1414661.8048350015,2071.6749919281738,628155.8672587076,988539.6957397461,1375685.214996338,747529.3477376302,360383.82848103845,387145.5192565918,2992380.7779947915,2190.037993276848,318754.43458557123,524258.5341135661,734706.0044606527,2030.2293426104322,2129.183299786084,2146.2243897842445,3.0,8106.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50201,0.50041,0.2499,1.240424648392691E9,306292.3749287923,466889.8582458496,647627.9894510905,341335.61452229816,160597.4833170573,180738.13120524085,1420810.2226257324,2114.411074064945,627998.431523641,988862.1966044108,1356279.9294789631,728281.4979553221,360863.7650807698,367417.73287455237,2973140.5576070147,2159.6868103450124,321706.0565948487,521972.33835856116,708651.9400278727,2050.323426006409,2117.9774611503913,2094.226857965951,3.0,8107.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.49812,0.50025,0.25108,1.239288038251161E9,300837.11942036945,465398.8679250081,641684.6116383871,340847.49221801764,164561.74850463867,176285.74371337896,1407920.5989837646,2132.9967953247833,637497.9019165039,1021577.5966644287,1366389.3540700276,728891.4521535237,384079.6947479248,344811.7574055989,3025464.85265096,2143.3629035676263,336660.78249613446,556178.7287394207,724704.7424316405,2119.079929846381,2195.058190019148,2129.378403794477,3.0,8109.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50122,0.49975,0.24879,1.2388284895154612E9,303315.9573872884,462603.3306121826,653765.5194600424,350449.56207275396,159287.37322489423,191162.18884785974,1419684.8074595132,2155.3944114627743,629089.35546875,985760.5298360189,1376302.719116211,747213.3636474609,356671.1743672689,390542.189280192,2991152.60442098,2187.7698408848355,325773.3980814616,523157.1992238363,722537.1996561686,2074.0397600166434,2130.898038566908,2105.1931895290627,3.0,8111.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50223,0.50049,0.24947,1.2396878192514493E9,301960.38881937665,469115.4956817627,640777.8263092041,338817.43748982745,167155.10686238605,171662.3306274414,1411853.7108103435,2122.0592171528087,630970.1601664225,989810.6257120768,1374603.271484375,743633.1113179525,358840.4655456543,384792.6457722982,2995384.057362874,2178.5551176014637,329009.77134704584,520695.1300303141,733825.4451751709,2089.5792412820388,2109.9508219688864,2145.2104224671893,3.0,8114.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.4988,0.49971,0.24928,1.2403379289122918E9,309884.62766011554,490520.79518636066,655445.4962412516,345560.86858113605,180636.16752624512,164924.70105489093,1455850.9190877278,2115.1274949983986,666554.7688802084,1034996.3506062826,1431353.489557902,764798.7206776937,368441.5817260742,396357.1389516195,3132904.609044393,2147.3906667302554,356670.14122009283,544475.5554199219,775907.9933166505,2150.9772004931206,2109.9948478495444,2183.7872069702344,3.0,8121.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.5009,0.49977,0.24955,1.237593509765375E9,303883.79096984863,461798.42948913574,647654.5333862305,343770.74241638184,157914.6385192871,185856.10389709473,1413336.7538452148,2131.2572523833323,625715.0173187256,980340.2423858643,1349587.2020721436,723872.184753418,354625.2250671387,369246.9596862793,2955642.4617767334,2156.8720019783277,321831.22634887695,518541.8128967285,701932.6686859131,2059.0601931144433,2122.874786452533,2083.807234415379,3.0,8122.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50172,0.50017,0.24851,1.2410745818042572E9,304796.85465494794,462755.6800842285,652151.5051523844,347354.65049743647,157958.82542928058,189395.8250681559,1419704.039891561,2139.6267553045027,621641.6358947754,983433.8029225668,1373684.4062805176,752042.7703857422,361792.1670277914,390250.6033579508,2978759.84509786,2209.7689841885685,316844.78123982745,520678.12283833825,721532.9011281332,2039.5277260932323,2125.1685181769503,2106.3884625391406,3.0,8123.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50058,0.50002,0.24863,1.238962984741806E9,300601.2439727783,467464.3675486247,639304.7173817953,338703.47340901697,166863.12357584637,171840.3498331706,1407370.3289031982,2126.753399063409,648778.3590952555,982810.6562296549,1359370.6289927165,710592.269897461,334032.2971343994,376559.97276306164,2990959.644317627,2095.2773931738525,348177.1151224772,515346.2886810302,720065.9116109213,2158.269042805449,2102.429028726826,2126.326604564839,3.0,8135.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.49882,0.49964,0.25188,1.2369186747891586E9,295684.4965616862,475506.7825317383,642657.9157511393,346973.41918945307,179822.28597005206,167151.133219401,1413849.194844564,2173.458274695396,627971.4902242025,982416.7887369791,1354576.5082041423,726605.0179799398,354445.2985127766,372159.7194671632,2964964.787165324,2157.0668880533453,332286.9936625163,506910.00620524085,711918.592453003,2123.789030288891,2066.041589367669,2107.772229990993,3.0,8140.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50043,0.50085,0.25069,1.241234726393003E9,303486.426671346,466402.530670166,639748.4938303629,336262.0671590169,162916.10399882,173345.9631601969,1409637.451171875,2107.9970555756177,625920.2162424723,984148.1844584147,1358006.6363016765,732086.4200592042,358227.9682159424,373858.45184326184,2968075.0370025635,2169.616192386419,322433.7895711263,517745.65378824866,718258.1424713136,2062.4323239348655,2110.083285878206,2122.7195521335116,3.0,8142.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.5019,0.5,0.25052,1.2406760380761914E9,301826.63599650067,467513.1638844808,672207.752863566,370381.1168670654,165686.5278879801,204694.58897908527,1441547.5527445474,2227.131978078169,628304.7199249268,994431.1777750651,1388427.4164835613,760122.6965586345,366126.4578501383,393996.2387084962,3011163.3141835527,2209.799437205339,326478.0839284261,526918.0138905842,716219.6636199952,2081.6741963496265,2127.0656199549967,2065.4736732341166,3.0,8149.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50106,0.49904,0.25014,1.2401834624705307E9,307538.5093688965,477034.2508951823,657414.5952860514,349876.0859171549,169495.74152628583,180380.34439086908,1441987.3555501304,2137.6659353494942,629307.6674143473,993705.1932017008,1363935.391108195,734627.7236938478,364397.5257873535,370230.19790649426,2986948.251724243,2167.3586096801137,321769.1580454508,516670.9423065185,706520.7958221437,2046.272737374442,2083.0898228732126,2074.6959390439533,3.0,8153.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.49952,0.50152,0.25004,1.239279041265033E9,307161.01328531903,474722.62382507324,670244.8527018229,363083.83941650385,167561.6105397542,195522.22887674964,1452128.4898122153,2182.0635553094708,624716.6792551676,982046.1273193359,1352552.7318318684,727836.0525767008,357329.44806416833,370506.6045125325,2959315.538406372,2165.0658238298993,317555.6659698486,507323.5034942627,682307.8791300455,2033.8410548049403,2068.673532781118,2017.9979396777092,3.0,8154.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.49817,0.50014,0.24958,1.2363091598493788E9,301458.199818929,465851.3863881429,648854.8119862875,347396.61216735846,164393.18656921387,183003.4255981446,1416164.3981933594,2152.387337203043,624307.0761362711,985099.2361704508,1372708.1616719563,748401.0855356852,360792.1600341797,387608.9255015055,2982114.473978678,2198.7707878747915,322848.8763173421,519247.8497823079,723853.3496856688,2070.957354987396,2114.621239636444,2115.586008324103,3.0,8155.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.49805,0.49977,0.24988,1.2385932362713814E9,301027.93375651044,473485.0724538167,647259.791692098,346231.8579355876,172457.13869730628,173774.7192382813,1421772.7979024253,2150.1652142875246,626183.9866638184,991381.4067840576,1359920.6606547039,733736.6739908855,365197.42012023926,368539.25387064624,2977486.05410258,2171.758923284011,325156.0529073079,517896.3343302409,712660.8689626058,2080.1524258885347,2093.7965407151373,2101.0430094839244,3.0,8156.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.49966,0.49905,0.24865,1.2414878478970532E9,299165.0899251302,476484.6960703532,674907.922744751,375742.8328196208,177319.60614522302,198423.22667439777,1450557.7087402344,2255.971520318949,670288.2448832194,1030836.3437652588,1394591.0930633545,724302.8481801351,360548.0988820394,363754.7492980957,3095715.6817118325,2080.5841422839308,371123.1549580892,554351.6476949055,719683.1703186035,2240.529618783286,2163.41962767479,2066.3427499735935,3.0,8157.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50168,0.49939,0.25075,1.2381955817881484E9,306954.86068725586,476703.4848531087,659878.8102467855,352923.94955952966,169748.62416585285,183175.32539367682,1443537.15578715,2149.75846536312,624614.953994751,990097.0458984375,1377916.653951009,753301.6999562581,365482.0919036865,387819.60805257154,2992628.6538441973,2206.025720547492,317660.0933074951,513393.5610453288,718037.8437042235,2034.8755924446702,2076.9662428700844,2088.135931256358,3.0,8158.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.49816,0.50231,0.25137,1.2376384177490883E9,300555.944442749,466089.407602946,650953.8491566976,350397.9047139486,165533.46316019696,184864.44155375165,1417599.2012023926,2165.8325552788847,626930.3957621256,992267.1318054199,1354441.80170695,727511.4059448243,365336.7360432943,362174.66990153,2973639.329274495,2160.4340942193876,326374.4513193766,526177.7242024739,703487.9525502523,2085.902499531316,2128.920150553424,2080.7032686904176,3.0,8163.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50008,0.4998,0.24922,1.2408069923208845E9,300497.45241800946,474726.67694091797,647293.6471303304,346796.194712321,174229.2245229085,172566.97018941247,1422517.7764892578,2154.0736599320894,647622.267405192,993403.5936991373,1371205.3298950195,723583.0624898275,345781.3262939453,377801.7361958822,3012231.1909993486,2117.291821031703,347124.81498718256,518676.91675821936,723911.6827646891,2155.167247489046,2092.5800928241733,2118.366735057624,3.0,8164.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50097,0.50035,0.24913,1.2392442778648276E9,303157.5679779053,466760.71484883624,650306.7016601562,347149.133682251,163603.14687093097,183545.98681132,1420224.9844868977,2145.1112238357573,633767.84324646,993535.2802276611,1397684.9714914958,763917.1282450359,359767.4369812012,404149.6912638347,3024988.094965617,2205.357981452466,330610.2752685547,526774.565378825,747378.2698313396,2090.5559029047567,2128.5751962853697,2149.270441044773,3.0,8190.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.49802,0.50004,0.25057,1.2404568261738768E9,299356.93740844727,467304.0707906087,640615.701675415,341258.7642669678,167947.13338216144,173311.63088480633,1407276.709874471,2139.972793753395,624969.0055847168,980047.4643707275,1382141.2722269695,757172.2666422527,355078.45878601074,402093.80785624194,2987157.742182414,2211.5357079729856,325612.06817626953,512743.39358011883,741525.5705515544,2087.7051021269613,2097.2371644711625,2157.5201304186394,3.0,8196.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.50413,0.49942,0.25057,1.2373193611595514E9,305326.3823191325,473900.4770914714,643213.1131490072,337886.7308298747,168574.09477233887,169312.63605753583,1422439.972559611,2106.641123716291,628334.4427744547,990764.856338501,1354994.0586090088,726659.6158345541,362430.41356404626,364229.2022705078,2974093.3577219644,2156.485410263263,323008.0604553222,516864.3792470296,711780.9454600016,2057.9107445674595,2090.6601791566995,2106.602043567339,3.0,8197.0,,0.9461756373937678,0.053824362606232294,"2"
100000.0,0.49665,0.49968,0.25055,1.2425846699953394E9,304094.3145751953,467813.6507670085,664289.2360687256,360194.9214935303,163719.33619181317,196475.5853017171,1436197.2014109294,2184.48423475692,629815.7374064127,984054.8833211263,1357865.9693400066,728050.2319335939,354239.1459147136,373811.08601888025,2971736.590067546,2155.9733882352825,325721.4228312174,516241.23255411786,693576.733271281,2071.119738908089,2103.5189582597886,2044.0884717263814,3.0,8202.0,,0.9461756373937678,0.053824362606232294,"2"
