"LENGTH","NEGATIVE","SEQUENCE","SEQUENCE2by2","STD","INVERSIONS","MERGE1","MERGE2","MERGE3","MERGE4","MERGE5","MERGE6","MERGE7","MERGE8","HEAP1","HEAP2","HEAP3","HEAP4","HEAP5","HEAP6","HEAP7","HEAP8","MIX1","MIX2","MIX3","MIX4","MIX5","MIX6","MIXDIF","Id","Predicted","confidence(1)","confidence(2)","prediction(Predicted)"
100.0,0.54,0.48,0.26,1.2873056158434765E9,2527.0,1332.7598571777344,1994.4508870442708,2665.1223500569663,1332.362492879232,661.6910298665364,670.6714630126955,5992.333094278971,1999.701848539058,1670.2016194661458,2331.813176472982,3996.769587198893,2326.567967732747,661.6115570068362,1664.9564107259112,7998.784383138021,2392.98629615531,337.4417622884114,337.36228942871116,1331.6472371419268,1253.190220632081,1169.150462225056,1499.6570746980765,3.0,2018.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.43,0.45,0.16,1.1986111702062972E9,2473.0,999.6891021728516,1998.9808400472004,2669.811248779297,1670.1221466064453,999.2917378743489,670.8304087320964,5668.481190999349,2670.6415454328644,1332.8393300374348,2331.0184478759766,3661.7120107014975,2328.8726806640625,998.1791178385417,1330.693562825521,7325.569788614908,2747.3018901675514,333.15022786458326,332.0376078287761,991.9007619222007,1333.2538357580092,1166.1034469049418,1371.5246770256595,3.0,2027.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.4,0.51,0.28,1.3099449423282735E9,2332.0,1003.6627451578776,2007.7228546142578,2656.141916910807,1652.4791717529297,1004.0601094563802,648.4190622965493,5667.527516682942,2646.4486499326945,1332.9188028971355,2664.804458618164,3664.6525065104165,2331.7337036132812,1331.8856557210286,999.8480478922525,7662.375768025717,2749.344145003577,329.2560577392579,657.0816040039062,1008.5105895996094,1328.0544777892153,1327.2770454815343,1379.6900245347376,3.0,2029.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.52,0.54,0.3,1.308393614424707E9,2668.0,1328.5477956136067,1671.3142395019531,2663.4534200032554,1334.9056243896487,342.76644388834643,992.1391805013022,5663.3154551188145,2004.7855476461089,1665.7511393229167,2331.972122192383,3669.897715250651,2004.1465759277341,666.2209828694661,1337.925593058268,7667.620976765951,2203.1488549618316,337.20334370931005,660.6578826904297,1006.4442952473955,1253.813483280493,1395.2924393723251,1377.8719341170854,3.0,2038.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.52,0.51,0.25,1.2581342959605699E9,2299.0,1332.6009114583333,1671.155293782552,2664.963404337565,1332.3624928792317,338.55438232421875,993.808110555013,5668.71960957845,1999.8210877862593,1665.7511393229167,2664.963404337565,3664.6525065104165,1998.9013671874998,999.2122650146482,999.6891021728516,7995.367050170898,2199.9999999999995,333.1502278645835,993.808110555013,999.6891021728516,1250.0000000000002,1594.6832794369411,1375.1230131512243,3.0,2039.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.54,0.52,0.33,1.1326210236229906E9,2452.0,999.6891021728516,1994.3714141845703,2669.3344116210938,1669.6453094482422,994.6823120117188,674.9629974365234,5663.394927978516,2670.1645599809203,1332.680384318034,2665.281295776367,3999.2332458496094,2666.552861531575,1332.6009114583333,1333.9519500732422,7997.194925944011,3000.894507722583,332.99128214518237,670.9098815917969,1329.8988342285156,1333.0948406073614,1336.4016736401675,1498.2136477313327,3.0,2040.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.44,0.46,0.31,1.2442510863464942E9,2639.0,1332.5214385986328,1997.232437133789,2666.632334391276,1334.110895792643,664.7109985351562,669.3998972574868,5996.386210123697,2001.1928192282458,1664.2411549886067,2665.1223500569663,3664.414087931315,2000.1729329427083,1000.8811950683596,999.2917378743487,7993.777592976889,2201.8528246024543,331.7197163899739,667.8899129231772,997.7817535400391,1248.9413729349317,1334.4077036329634,1374.1729749061215,3.0,2043.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.52,0.47,0.26,1.2003867023963575E9,2668.0,1333.0777486165364,1665.1153564453125,2998.2725779215493,1665.194829305013,332.0376078287761,1333.1572214762368,5996.465682983398,2249.1355669488494,1334.1903686523438,2663.691838582357,3665.8445994059243,2331.6542307535806,1329.5014699300132,1002.1527608235674,7663.726806640625,2747.6173457231353,1.1126200358073675,998.5764821370444,667.572021484375,1000.8346250149041,1599.7040855288278,1222.6522119437009,3.0,2049.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.56,0.51,0.24,1.2957932978704848E9,2351.0,1332.6009114583333,1665.5921936035156,2665.2018229166665,1332.6009114583333,332.99128214518237,999.6096293131509,5663.394927978516,2000.0,1332.3624928792317,2332.2105407714844,3664.5730336507163,2332.2105407714844,999.8480478922527,1332.362492879232,7329.146067301432,2750.4324485535344,-0.2384185791015625,666.6183471679688,999.3712107340498,999.8210877862596,1400.2290294875465,1374.97018129771,2.0,2051.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.53,0.5,0.28,1.1786204342641988E9,2379.0,1332.5214385986328,1665.5921936035156,2998.4315236409507,1665.9100850423179,333.0707550048828,1332.839330037435,5996.5451558431,2250.19383312459,1332.3624928792317,2327.6805877685547,3669.0235137939453,2336.661020914714,995.318094889323,1341.3429260253906,7329.0665944417315,2753.7727408291084,-0.15894571940111746,662.0883941650391,670.5919901529946,999.8807180771754,1397.5093043229317,1223.6475920379548,2.0,2054.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.47,0.54,0.28,1.2209420078282335E9,2532.0,999.5301564534506,1998.6629486083984,2666.2349700927734,1666.7048136393228,999.1327921549479,667.572021484375,5664.428075154623,2667.488272242983,1332.6009114583333,2665.1223500569663,3662.9835764567056,2330.382664998372,1332.521438598633,997.8612263997393,7660.706837972006,2748.747614503817,333.0707550048827,666.4594014485679,996.7486063639321,1333.2273197105826,1333.452622370671,1373.841247131062,3.0,2056.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.53,0.51,0.32,1.193590017292188E9,2248.0,1332.3624928792317,1665.9100850423176,2666.7118072509766,1334.3493143717449,333.54759216308594,1000.8017222086589,5664.984385172525,2001.4912019087387,1659.7906748453777,2336.1841837565103,3998.915354410807,2339.1246795654297,676.3935089111326,1662.7311706542969,7994.890213012695,2409.28896337084,327.428181966146,670.2740987141926,1332.2035471598306,1245.7500745600955,1402.3471042839424,1499.567873640292,3.0,2060.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.51,0.49,0.21,1.270214909267731E9,2672.0,998.7354278564453,1998.0271657307942,2665.1223500569663,1666.386922200521,999.2917378743489,667.0951843261721,5661.884943644205,2668.4968568472987,1333.475112915039,2331.813176472982,3660.3609720865884,2326.8858591715493,998.3380635579429,1328.5477956136065,7325.649261474609,2744.97884260087,334.73968505859375,333.7860107421877,995.2386220296221,1335.1635235139652,1167.0577940416053,1373.4307439988072,3.0,2063.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.52,0.47,0.26,1.1853673786826134E9,2372.0,999.5301564534506,1995.2456156412761,2668.9370473225913,1669.4068908691406,995.7154591878256,673.6914316813152,5663.712819417318,2670.191619623122,1332.6009114583333,2332.0515950520835,3664.414087931315,2331.8131764729815,999.4506835937502,1332.3624928792315,7329.066594441732,2749.8210877862593,333.0707550048827,336.80597941080737,995.4770406087237,1333.2273197105826,1168.8042698956424,1372.9863323705445,3.0,2065.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.49,0.45,0.2,1.2969248510380278E9,2538.0,1328.4683227539062,1999.4576772054036,2668.6986287434897,1340.2303059895835,670.9893544514973,669.2409515380862,5996.624628702799,2008.8537927733908,1661.856969197591,2332.0515950520835,3664.6525065104165,2002.7955373128254,670.1946258544924,1332.600911458333,7658.561070760092,2205.1551814834297,333.3886464436848,332.5939178466799,995.9538777669268,1250.9571667863124,1166.342064469971,1373.198332340679,3.0,2071.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.45,0.48,0.23,1.2365585239789627E9,2663.0,1331.8856557210286,2003.2723744710286,2331.972122192383,1000.0864664713542,671.38671875,328.69974772135424,5667.1301523844395,1750.8801241124172,1665.5127207438152,2665.281295776367,3664.4935607910156,1998.9808400472004,999.768575032552,999.2122650146484,7995.287577311198,2200.2194970654195,333.6270650227866,662.0089213053386,1332.5214385986328,1250.4922728086403,1330.4637600666483,1571.4139658521624,3.0,2073.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.47,0.53,0.26,1.2269832263159924E9,2489.0,997.6228078206381,1998.9808400472004,2665.281295776367,1667.658487955729,1001.3580322265624,666.3004557291667,5661.884943644205,2671.6322791364614,1332.4419657389324,2331.813176472982,3664.4935607910156,2332.051595052083,999.3712107340496,1332.6803843180337,7328.74870300293,2750.2087558153403,334.8191579182943,332.8323364257815,999.2122650146484,1335.6169839878912,1166.5010137955712,1374.8993648805797,3.0,2077.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.54,0.55,0.32,1.2466050978967943E9,2321.0,1333.2366943359375,1665.194829305013,2997.0804850260415,1663.843790690104,331.95813496907545,1331.8856557210286,5995.512008666992,2247.9732951835954,1333.5545857747395,2332.1310679117837,3664.5730336507163,2331.0184478759766,998.5764821370442,1332.4419657389326,7330.25868733724,2747.9737783075093,0.31789143880200754,666.9362386067708,667.4925486246748,1000.2384358607535,1400.5154393165656,1222.714255409419,3.0,2078.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.54,0.5,0.22,1.2133724218692956E9,2322.0,1332.7598571777344,1665.5921936035156,2997.795740763346,1665.0358835856118,332.83233642578125,1332.2035471598306,5996.147791544596,2249.314251639833,1333.5545857747395,2331.813176472982,3664.255142211914,2330.700556437175,998.2585906982424,1332.4419657389321,7329.622904459636,2747.735399284863,0.7947285970051325,666.2209828694663,666.4594014485679,1000.5963029218843,1399.9904571046857,1222.3164815354844,3.0,2101.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.5,0.47,0.23,1.2895223808685174E9,2269.0,999.45068359375,2000.4908243815105,2998.193105061849,1998.742421468099,1001.0401407877605,997.7022806803386,5998.134613037109,2999.84096692112,1331.0909271240234,2664.8839314778647,3331.5022786458335,2000.41135152181,1333.7930043538413,666.6183471679688,7327.477137247722,2502.8359902083707,331.64024353027344,664.3931070963542,333.3091735839844,1331.8225190839694,1332.1150484665502,1111.1700153740128,3.0,2103.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.51,0.47,0.3,1.332000741277606E9,2845.0,999.1327921549479,1998.9013671875,2665.1223500569663,1665.9895579020185,999.7685750325521,666.2209828694663,5663.156509399414,2667.4355711104045,1332.5214385986328,2665.1223500569663,3331.343332926432,1998.8218943277993,1332.6009114583335,666.2209828694658,7328.987121582031,2500.029820480706,333.38864644368493,666.2209828694663,666.2209828694658,1333.6780146356984,1333.2935750636132,1249.9776353063962,3.0,2106.0,,0.7458662832494608,0.2541337167505392,"1"
100.0,0.48,0.52,0.28,1.1590543108415706E9,2405.0,999.45068359375,1998.7424214680989,2665.0428771972656,1665.5921936035156,999.2917378743489,666.3004557291667,5663.235982259114,2666.5076335877866,1332.6009114583333,2998.2725779215493,3664.5730336507163,2331.972122192383,1665.671666463216,666.300455729167,7995.4465230306,2749.94036259542,333.15022786458326,999.5301564534504,999.5301564534507,1333.3333333333333,1500.079522862823,1375.052185841236,3.0,2111.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.52,0.46,0.26,1.2685450726343093E9,2367.0,1332.2035471598308,1665.671666463216,2998.193105061849,1665.9895579020183,333.46811930338527,1332.521438598633,5996.068318684896,2250.551810535107,1332.680384318034,2331.972122192383,3664.5730336507163,2331.8926493326826,999.2917378743489,1332.6009114583335,7329.225540161133,2749.776373069354,0.476837158203125,666.3004557291667,666.3799285888672,1000.3579311579074,1400.019084880004,1222.2605099931081,3.0,2113.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.44,0.48,0.25,1.3014773865546057E9,2466.0,1666.3074493408203,1998.6629486083984,2665.2018229166665,998.8943735758462,332.3554992675781,666.5388743082681,6330.172220865885,1599.4658272523488,1665.671666463216,2332.0515950520835,3664.5730336507163,1998.9013671875002,666.3799285888674,1332.5214385986328,7662.296295166016,2200.0572546400113,-0.6357828776042425,333.38864644368505,999.3712107340498,999.6184480373921,1166.805837210227,1374.97018129771,2.0,2121.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.54,0.51,0.2,1.2361810893800068E9,2409.0,999.5301564534506,1998.9013671875,2665.1223500569663,1665.5921936035156,999.3712107340494,666.2209828694663,5663.553873697917,2666.375129204103,1665.671666463216,1998.7424214680989,3997.7232615152993,2332.051595052083,333.0707550048828,1998.9808400472004,7662.137349446614,2400.066797080013,666.1415100097655,-0.15894571940111746,1332.600911458333,1666.4546394211654,999.9204834605597,1500.0149097957355,2.0,2122.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.44,0.53,0.29,1.2344744340528705E9,2767.0,1334.5082600911458,1663.6848449707031,2665.0428771972656,1330.5346171061199,329.17658487955737,1001.3580322265625,5663.235982259114,1997.0223916150549,1332.6009114583333,2665.2018229166665,3664.4935607910156,2331.8926493326826,1332.6009114583333,999.2917378743491,7662.296295166016,2749.8807251908397,-1.9073486328125,1001.5169779459634,999.45068359375,998.5707479752263,1601.9871978599408,1375.0223653605296,2.0,2125.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.5,0.52,0.24,1.3386131957831807E9,2413.0,999.291737874349,1998.7424214680989,2665.2018229166665,1665.9100850423174,999.4506835937499,666.4594014485676,5663.235982259114,2667.0908223317956,1332.6009114583333,2331.892649332682,3997.7232615152993,2665.122350056966,999.2917378743489,1665.8306121826172,7662.2168223063145,2999.94036259542,333.30917358398426,333.15022786458326,1332.5214385986328,1333.5454111658978,1166.679920477137,1499.97018129771,3.0,2126.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.58,0.5,0.28,1.2511534412629693E9,2362.0,999.609629313151,2331.892649332682,2665.1223500569663,1665.5127207438154,1332.2830200195312,333.22970072428416,5996.624628702799,2666.163141993958,1332.6009114583333,2665.1223500569663,3664.5730336507163,2331.972122192383,1332.521438598633,999.45068359375,7662.296295166016,2749.94036259542,332.99128214518225,333.22970072428416,999.45068359375,1333.1213229448242,1142.900961079681,1375.011182346802,3.0,2127.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.47,0.53,0.31,1.230559527732918E9,2497.0,1332.2830200195312,1998.9808400472004,2665.1223500569663,1332.839330037435,666.6978200276692,666.1415100097659,5996.386210123697,2000.4175614411834,1332.5214385986328,2665.1223500569663,3664.5730336507163,2332.0515950520835,1332.6009114583335,999.45068359375,7662.216822306315,2750.104371682472,0.2384185791015625,666.1415100097659,999.45068359375,1000.1789549033643,1333.24056772552,1375.011182346802,3.0,2131.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.49,0.54,0.3,1.233147239098583E9,2378.0,999.291737874349,1998.7424214680989,2665.1223500569663,1665.8306121826172,999.4506835937499,666.3799285888674,5663.156509399414,2667.011293144584,1665.7511393229167,1998.6629486083984,3997.643788655599,2331.8926493326826,332.9118092854817,1998.9808400472007,7662.057876586914,2399.9045801526718,666.4594014485677,-0.07947285970044504,1332.5214385986328,1666.9317639573724,999.9602385685885,1499.9850902042642,2.0,2134.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.55,0.53,0.24,1.2431166914864776E9,2209.0,1332.7598571777344,1665.5921936035156,2665.1223500569663,1332.362492879232,332.83233642578125,999.5301564534507,5663.474400838217,1999.701848539058,1665.8306121826172,2331.892649332682,3668.705622355143,2002.875010172526,666.062037150065,1336.812973022461,7666.428883870442,2202.328133199752,333.0707550048828,666.3004557291665,1003.5832722981768,1249.9105545617174,1400.0381715812578,1376.5618011033248,3.0,2140.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.45,0.5,0.29,1.2390359319997437E9,2631.0,1332.5214385986328,1998.8218943277996,2665.0428771972656,1332.5214385986328,666.3004557291667,666.2209828694661,5996.386210123698,2000.0,1332.8393300374348,2664.963404337565,4330.078760782878,2997.2394307454433,1332.1240743001301,1665.115356445313,8327.881495157879,3248.762745214955,0.31789143880200754,666.1415100097654,1665.0358835856123,1000.2385638456492,1333.267066915828,1624.7688912745275,3.0,2143.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.5,0.49,0.24,1.2627129302265694E9,2413.0,1333.3956400553386,1665.035883585612,2665.837605794271,1332.4419657389324,331.64024353027344,1000.8017222086589,5664.269129435222,1999.2847776850638,1665.7511393229167,2331.972122192383,3664.414087931315,1998.6629486083982,666.2209828694661,1332.4419657389321,7662.137349446615,2199.8568702290077,332.3554992675781,666.9362386067708,998.576482137044,1249.2549767552748,1400.5536728557108,1374.582637729549,3.0,2144.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.49,0.45,0.18,1.2871619811743176E9,2351.0,1331.647237141927,1666.3869222005208,2998.35205078125,1666.704813639323,334.73968505859375,1331.9651285807292,5996.386210123697,2251.611363093817,1328.0709584554036,2336.3431294759116,3664.811452229818,2336.740493774414,1008.272171020508,1328.4683227539062,7329.225540161133,2759.499730716295,-3.5762786865234375,669.9562072753909,666.4594014485679,997.3143948436382,1402.0412056467,1222.2752332485159,2.0,2147.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.47,0.47,0.21,1.2457975559990199E9,2554.0,999.45068359375,1994.4508870442708,2670.2086130777993,1670.7579294840493,995.0002034505208,675.7577260335286,5664.11018371582,2671.6762086513995,1332.0446014404297,2332.2105407714844,3664.6525065104165,2332.607905069987,1000.1659393310547,1332.4419657389321,7328.90764872233,2751.1484994928705,332.5939178466797,337.7596537272136,994.4438934326172,1332.7767175572517,1169.3496971628945,1372.4217982678056,3.0,2150.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.54,0.53,0.26,1.1926543622537804E9,2327.0,1332.2830200195312,1998.5040028889973,2665.360768636068,1333.0777486165366,666.2209828694661,666.8567657470705,5996.147791544596,2000.5965163445478,1332.3624928792317,2331.813176472982,3664.5730336507163,2332.2105407714844,999.4506835937502,1332.7598571777344,7328.74870300293,2750.4324485535344,0.07947285970044504,333.3091735839846,999.2122650146484,1000.0596516344547,1166.7793374955265,1374.888186534677,3.0,2155.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.46,0.49,0.23,1.2877785403485603E9,2451.0,1332.5214385986328,1998.9013671875,2664.4070943196616,1331.8856557210288,666.3799285888672,665.5057271321616,5995.829900105795,1999.5228723087018,1333.316167195638,2665.1223500569663,3997.5643157958984,2664.2481486002607,1331.8061828613284,1332.4419657389321,7996.002833048503,2998.2118376348576,0.7947285970051325,666.2209828694663,1333.1572214762368,1000.5964096141229,1333.2935750636132,1500.3579311579072,3.0,2160.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.42,0.48,0.24,1.2701809459367404E9,2516.0,1335.6208801269531,1999.6960957845051,2332.3694864908853,996.7486063639321,664.075215657552,332.67339070638013,5667.686462402344,1746.2810900868737,1332.3624928792317,2665.1223500569663,3660.122553507487,2327.760060628255,1332.7598571777346,995.0002034505205,7657.6073964436855,2747.0921562779604,-3.25838724772143,665.4262542724612,1327.7530670166016,997.5603950969892,1332.7636912805026,1569.272182090773,2.0,2167.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.5,0.49,0.23,1.2404740334607944E9,2634.0,999.45068359375,1998.8218943277996,2665.0428771972656,1665.5921936035156,999.3712107340496,666.2209828694661,5663.315455118815,2666.5076335877866,1665.7511393229167,2664.327621459961,3664.5730336507163,1998.8218943277996,998.5764821370442,1000.2454121907554,7994.651794433594,2199.952290076336,666.3004557291667,665.5057271321614,999.5301564534507,1666.6666666666667,1332.9489881118045,1375.052185841236,3.0,2169.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.49,0.51,0.29,1.270313893573416E9,2293.0,1333.475112915039,1665.671666463216,2665.1223500569663,1331.6472371419272,332.196553548177,999.4506835937502,5664.269129435221,1998.6292389296145,1665.9895579020183,2331.6542307535806,3662.9835764567056,1996.9940185546873,665.6646728515623,1331.329345703125,7660.627365112305,2198.6833945523063,332.51444498697924,665.9825642903645,997.8612263997393,1249.3593181953634,1399.8282360799656,1374.4147905173697,3.0,2172.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.57,0.49,0.25,1.2817730370860507E9,2371.0,1336.7335001627605,1667.4200693766277,2992.550532023112,1655.8170318603513,330.6865692138672,1325.1304626464841,5996.7041015625,2238.7039239001188,1336.5745544433594,1998.9013671875,3997.5643157958984,2660.989761352539,662.3268127441406,1998.6629486083984,7333.040237426758,2990.9026043524796,-0.15894571940111746,331.4812978108723,1005.0137837727866,999.8810939357908,1198.7989133025117,1335.838534059222,2.0,2174.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.54,0.55,0.26,1.1489415796184676E9,2338.0,1332.5214385986328,2000.4113515218098,2663.771311442057,1331.2498728434243,667.889912923177,663.3599599202473,5996.7041015625,1999.045744617403,1333.9519500732422,2663.4534200032554,3331.5022786458335,1997.5503285725913,1329.5014699300132,668.0488586425781,7328.907648722331,2497.467977360739,1.430511474609375,663.0420684814455,667.7309672037763,1001.0735373054214,1331.4528624210402,1250.6712811026912,3.0,2176.0,,0.3978102189781022,0.6021897810218978,"2"
100.0,0.46,0.47,0.2,1.3439244395700638E9,2929.0,999.2122650146484,2000.4113515218098,2665.281295776367,1666.0690307617188,1001.1990865071614,664.8699442545574,5664.904912312825,2667.382486280124,1332.4419657389324,2664.327621459961,3997.325897216797,2664.8839314778643,1331.8856557210286,1332.998275756836,7994.09548441569,3000.0,333.22970072428393,663.9162699381511,1332.0446014404297,1333.492404358546,1331.8898732668547,1499.7763664012882,3.0,2177.0,,0.7458662832494608,0.2541337167505392,"1"
100.0,0.54,0.48,0.24,1.263200277654179E9,2431.0,999.609629313151,1998.1861114501953,2993.8220977783203,1994.2124684651694,998.5764821370443,995.635986328125,5991.617838541666,2994.991254571474,1337.130864461263,2331.813176472982,3997.961680094401,2660.8308156331377,994.682312011719,1666.148503621419,7666.905721028646,2989.955423476969,337.52123514811194,333.6270650227866,1004.1395823160806,1337.6530449992051,1166.9649604263611,1335.4038915876934,3.0,2180.0,,0.3978102189781022,0.6021897810218978,"2"
