2021,100,[903191349  -1525374747  -1043626395  -2069360739  1905330460  -2067365806  840424833  -2114811626  -1264297133  -825415972  -1053106969  1555811966  -1674825045  750489770  -1638919281  -632405239  232612613  388488741  -1397311122  312532687  1063184953  486165267  -249767176  2095140357  17953081  -1328807196  -887932698  -1893445779  -604619914  -2022807988  966320185  -199686641  1952163969  -752314863  846839422  1580413481  2063051765  1908561701  -1605650862  1854637411  1040179093  -2058312713  227145768  -302741946  39392176  -1976991995  -2063162551  1538635503  -1275297331  1151982261  753333020  776336127  447415683  1624353381  -1981907801  -629589803  -1625260121  828862656  -526237611  203772415  997705645  362143571  -1949002759  1669598957  -2121150649  -267691169  1362569490  1808861671  -1437017006  583826416  1241559888  1963730240  2061696242  1550308654  336065367  329857227  -150660613  1867162866  72231362  -2004311410  1981434770  2145072284  -2087766423  1897639605  -992390125  989266979  -1424103449  1179847369  -1202952907  -104852883  2008498006  1076148257  -2137156756  -897198368  1365224540  -1101385320  1487707022  776716344  1460241771  -449922945]
2022,100,[-1280854893  1640078154  -1744099078  -633471114  -993692312  897850655  -1119139731  -348333818  -563525355  -610252301  -1730450801  898481544  -2132891408  -1910364626  552808067  -1105059512  1190048585  184601162  -459496304  -1441319299  -1665771314  1783074399  -1127033820  416060677  -1478001615  -412230919  -940302820  -2037307051  -1962285049  1192932145  243400514  79404714  926629619  818826235  1740371734  1872935044  -1774499325  549274811  -381970735  2034061140  -612087463  1456362782  -1433142106  -679943053  84224781  1164215335  -1118355638  1389429078  -317862830  -1163051896  2131266999  1939920384  358328535  583717427  1974077227  1984678583  2033687663  1974029615  -1795059850  1190197498  276536051  1641319855  2057315189  136888241  962691686  461643103  90927577  76211878  1500146522  -2055060991  -752763859  -2085681869  -1329587309  -1512495816  256656406  1749033021  2104000233  193602980  -1953183525  -1999129760  784157298  -767515346  95869223  -1612474005  -65524256  -1103959900  -2087846642  1797097486  -976865498  -1032266617  -967967667  139596498  -1285862303  -2142645469  -2096970539  -425694904  -1599545354  -1693478944  -1807108726  1346061445]
2023,100,[1157085519  -1804233799  -121955666  -923747735  75924176  -322491211  947531623  -1714956183  353583191  -1410046195  -133225215  1797680129  672419767  126371850  392317440  -1545991203  -995055469  53989999  1264909364  -1014502126  1287079132  -1479532887  -752832815  -624502669  1938165143  1492206149  -617763105  1565696291  -1561571357  -1773421919  1755793876  1575481452  -1336869318  -1640149274  1844001406  -1393526066  -366657034  -1274700491  700219430  890565209  -550493929  -1164327137  -749206542  -62174658  1187527747  -1717440165  754692235  -364044381  1591535885  -1549628750  439541758  2009815991  -1426051975  1308528189  540361703  -1586404601  -1028171329  -861981485  -2069124148  1746626063  1433426255  249612732  -208646714  566798098  -2083136491  -1456761175  1983411557  1309395245  2031943422  295377640  2114960597  1112046761  -544529735  1568997843  -1553255364  657398929  2048588738  886344841  -295888026  -1898180220  907288219  -1102683424  1658327460  -1693839924  1255705692  -673448039  -1795498000  -903645522  543163246  1889348565  474759509  837848835  1578178707  1865498056  1463831949  610612999  -1608229848  1396772524  2044160491  -1419920]
2024,100,[917213364  -2056272293  -1798609707  -684886187  -621433007  1201409425  1914514779  1379808617  1199513574  -1142421214  -488781147  628657565  -322920150  338190157  -1900675090  -1119048254  -946980800  -1405127669  1257693546  21939897  -2044289387  -976509873  666380337  645792602  611006700  1919381902  1777553784  1724483991  -742921290  -926785152  -1059783423  2055334368  41115814  939628072  706821844  1650958537  669356421  -431791598  236902447  -1192390934  1399565378  -485401381  -1706521670  1498450694  1878893644  -1186939914  977469694  294875759  1466631460  -1116146772  -477566184  1266768808  -1460020691  -1013652380  1361471145  114151244  1718337478  -1651304412  351781648  763702061  2115662234  -1626483625  -898684197  -1434610753  303983158  276562896  -1356341382  -912582729  -1064867877  34094350  1455750197  1103096303  -925373803  -958699327  889517151  -227814004  1416757132  -745747315  -506314549  1503416417  -1548423783  222395917  -1968377729  867225494  -2056218853  1461813786  844107943  -1657978236  1934402827  1768496204  -1775165492  -1754343453  1896795982  -1933503808  -1331232699  -1945800409  1871500874  -1913591269  1768496621  -2002360282]
2025,100,[1083655178  -1561997830  452157237  2083028954  1995803250  427053729  -2268087  1047248859  -1962513735  206598026  1731783595  1564234951  -1800587199  -1381458667  950571899  -461704122  727292928  -321293019  -160585188  -1717895351  2112624171  -1724865350  -1431148282  -930609588  -1410046159  -860171298  -574846758  1655229919  1371083754  1143842757  1940685494  1332713313  -2085193456  644694831  -1512107318  -291524081  -298376723  1547626769  -11808725  1483511868  160323158  -575625869  -577442329  -820568863  513348567  1356341403  1462335832  -856593064  1891165743  1795752043  -82007619  -654644380  1035948798  -859472889  -295037690  -808377484  1215810748  2142373306  -846733842  381903656  1793679597  -285266150  497364815  2141893652  -917989998  -1538577559  1074043057  -973062461  -249222686  1731105854  -658038749  214456830  -1327059398  -1698802588  -1703535282  -1316435379  761669457  75947265  -437833274  -152767043  -1918750545  438503674  -1141443933  1373835235  309219935  -1210887530  21763920  -1551269343  550862307  -778027167  85868962  -38530009  1693640295  -2082658734  -401034453  569678012  -276584391  2106504239  -920484912  474686142]
2026,100,[1502269205  1934612952  949730315  979272801  1690985286  2065525804  -527015336  1860569244  2042163930  -278962768  1804476529  870890834  -432794485  -56885663  -1164802821  1223209874  -2091566366  1523470177  -68261499  141055908  -179521282  -1600183689  61640429  554885029  492949395  1355562169  -1080091647  -1343975595  -914880971  -1496158073  -1274158488  577955119  -876981034  801825467  -1039561277  300025018  -1877941875  515567390  127934734  840299039  1947096728  -1147576291  1192322636  -2105314566  1431180452  -247272004  -1561840541  1072539764  973915467  -1279051831  2076684100  362460817  -1403448867  217493333  403301966  -1168438074  1641185890  350036832  1463776500  1466180558  1690880223  -331619117  -764016228  -1246182211  -135398184  648656306  1478883018  2011573589  1878166294  -1945241711  -33213827  1786684823  -695607894  205507911  -33527847  -617653603  885194801  1896424417  343998213  -1512533338  1066452056  1184683737  389103446  1307348594  -183424350  -2016517240  1524494252  -1446335536  -1411640472  2102190040  1059526940  -753820300  -1818395615  -2062931907  -1113075761  -1019425778  -1614820125  -334333723  844572201  479081623]
2028,100,[1567724021  -2095908337  1629664474  -2092406232  -1882494799  1353823930  1492263644  1350562237  379259551  -412900867  545164759  -170792792  -1087923156  -1286298444  -1317684678  363256573  -2040361600  1655212096  1997251358  -1490048413  -1209772374  -1071787861  108901274  490106578  1266434845  -519990000  -125845162  991305629  1546453082  1558051385  -1478124450  160778419  -86580242  264450953  196429880  106975265  -848552801  1000680988  284897848  -106688550  -1600503070  -1471788500  -1267009263  236046266  -1063781233  902416054  1793890735  1419881416  -42162217  -1433484451  18814276  -956722501  1265844597  -207684467  827778209  -441349953  108591651  -1777687069  2043661510  50875000  -949276849  1362953931  -558962501  859171910  607107854  1961606506  -651494239  1235956171  -1845637296  -620966978  -1015126525  -1838130775  1316802645  -589442300  647445873  1891525008  -976100769  -1366744743  -793805489  1410991735  1745624745  -568625756  71320042  -1410857688  -2098551913  128425394  710964939  -1964613886  754381870  941839010  -1546615472  1886299898  -6202683  -1038420094  -839264137  1495374562  -1632353540  294657594  1581402621  2078051566]
2030,100,[-1009611047  493797634  -480598133  -1701325326  109625466  649950590  2146694308  309153030  -877631034  970567601  1398453680  457448625  1369806794  107560488  -1853469098  -962787980  -1100730822  -1582720983  -988301994  656152846  1303143080  -1634137392  -325057315  313501253  1142372083  1856181371  1984904217  441687270  -1529633027  -198405529  -506132976  -1931956727  -31687264  1459791003  -1568237139  -1295602535  -1123941151  1836674052  24774427  -1125780974  186778982  -1976170783  -1720154538  91474828  -1550071515  -126783648  -894526721  1908552441  -1489693346  -1925701495  2065310063  -1488758614  -847228982  1040491867  1076074765  -670711529  1629700884  -766413260  -690929692  -1615988001  -211732856  1486932085  -1613245585  2135372045  1174555914  -1103154075  -994702665  1007951260  1843224392  -1645193899  675618207  -1071767491  -219626189  1258473477  1358556542  584613206  -1207319894  775629638  -357063954  -2130048690  -1272870024  2128348896  986567907  361743367  710021760  638237877  667520255  749676715  -1201399754  2083514406  425835811  -1445513812  -1831130031  -2131505227  -1740834231  -937725691  -438593858  90033386  -220753776  -526095163]
2031,100,[-942080580  238350251  -253511482  1548020277  178863107  681285460  -1482075028  1174246010  -67324724  183911516  296098163  -786735496  1201325948  532270275  -1930192937  -1790865794  2056576639  -689560949  -1282393992  -1452146512  220868495  -1318303570  952877305  -1208995558  921746485  1590305618  -1986154006  -590633208  -1351657840  2073466682  1770054440  -1575787628  -1915965868  -1939100544  960627331  -1564924545  838052373  759408769  1273288866  -431712700  818778309  -1522969833  1906210851  -2132560790  406243195  552262413  -534725882  -1637413095  -27580555  1975651791  -1403669941  -527587600  -277663648  626775649  -630199336  -85096427  -1398039850  1031026578  2015277728  637759885  -745205977  -178571920  -2147242750  1623530956  1997669467  -1857396226  1333362030  1505165455  -1114305673  356122916  110184782  658476522  216140543  -682625050  673663522  -268476772  1034497724  -1393427752  -1957901075  412534186  -646279233  -1876447279  440943567  565619498  1610471589  2089858782  -867021325  -790380449  1565092379  1593691770  -1203709526  -1791991546  -555170908  939230971  1841284312  -123554321  -1210436455  -1550829234  -221732978  -868094770]
2032,100,[-1272569592  -942196630  1519516823  1321218446  -2087063790  1443501422  -1086901162  426973645  -546311766  1475352921  1509795113  -1684261317  1254559018  -2130163790  -1054474559  547536568  -1836475697  833544443  1124901700  105234101  -19992971  1686204198  -270324552  1050785986  -458689371  -1567447736  -2135792472  -206278812  -1491129135  -1714420084  898732545  1528031019  -1972861987  -257521559  2087338300  1447753220  495571681  2031264791  -848434495  547288011  -191429075  1998293822  215292810  1529307172  -986632051  -1031769104  819332103  -1386638965  -4452659  -866504743  1362792769  -1481129560  -831930497  518161077  1910273089  -244053273  266580731  -1699353599  -1127236686  768420680  -901507162  1224464373  -764746811  -1410064269  -1803336073  271346608  -823820204  1772548367  884011959  1625972917  -2060130998  1453209427  -662099961  752526230  -1218416319  313540828  -932100697  1103800814  738025068  -1687824447  -1293312524  -1022250093  -249807434  -454424348  -465282254  -1322751220  -722436053  520059786  607830667  -1355441856  -1373850985  775630382  84283992  -419045264  -283881620  -2056409967  774996126  -1462783385  -877770008  941691669]
2033,100,[-1204219537  662370996  1189349882  -370770940  -2009908152  -1691792495  -320649455  678276287  -80814205  -908277868  -192541016  -332824272  622355135  -800868392  114071660  878738539  -399710742  748956742  -1252146524  -1529488936  -1684156446  1540820850  78576496  923465509  -1903418529  1723868068  468384341  -405214851  -1838563825  -1717551821  -791933448  233943545  -670243326  1184910873  1839661609  -86260394  -1465595576  331945668  1211097635  32627432  -1786522664  59019306  -934143215  -618907953  2040463282  -1828494561  1544143572  -526916761  1408205640  -189660950  -1882978557  -478966268  2094432794  1804480789  1722353715  951122655  -931617889  132589700  -342776457  1551189066  -1224625045  -1138786872  1586494506  -1197385429  807318925  -1045852492  -199647253  332361383  1660878393  955001649  -1370566936  877222173  370365350  -1958307506  -825612705  -749273003  -204727495  1783121563  -602367134  126051065  -1845097757  -207504714  1639037914  1936317763  317127622  -73818330  -666600499  1636083447  904053534  1361703015  1991054051  1334885524  -2001062562  -728323003  -1104368091  -2069190715  -1866156135  -460287635  516160008  394976029]
2034,100,[-1961507201  2055210677  -543068715  -451217277  -858964352  1792129452  -427315832  -760041764  -273677869  -1270870889  -2062572737  2087599693  1271848884  451860380  -343398722  -869906602  660312221  -610508024  309597185  -752553202  -1486903868  -899286398  1013821534  -637117573  896822504  -916062334  385400299  -1345936093  -1070674867  1778134787  -1361583844  1453301219  -1247913211  459804278  245382320  -1793002242  -1754318480  -1217874950  1418749902  -2062851976  -214798843  -1189847606  -178380181  -651672667  -951530927  -699560714  -16749586  -186864900  -1708614593  -396191914  -1498292203  -590368464  -159993958  398451899  -1967030759  -1662410367  -1896913968  -1737733274  -2121908720  -1368233138  -106636808  613040061  -450094958  -1234486545  -152862954  -292566213  1045914783  967330753  1432254109  1502772904  1476767679  -1897052287  1062840628  841208714  -471763861  -392182051  -1684046915  -384978726  1236292267  482920264  -43224430  -368703749  1289334528  1146563085  -1336195823  1047246567  1249762179  522358951  -721410726  1586378923  -1082904755  -1303434674  1485455447  908375317  -100093927  -139966763  833534460  -1179613526  -1380437464  -409943373]
2035,100,[-2116111476  2079073310  -552905610  1815311689  -1024668840  656214367  -728842775  407083829  1715360692  -1534309486  -1378185850  337579015  -2117157648  669172631  2088008058  -1591542338  -1053749917  42400670  -679286221  -752912296  -2110794392  -190599975  711997438  -1066799960  -475406423  1043063923  1439801074  293725292  -1890377313  264766400  -93385460  935862174  1802874968  848695220  -2072564069  435794698  826719611  492503961  -675455778  1176894496  1260380297  -1922426116  -74099990  -51413493  204288101  -1537063192  532335825  1314192385  -1121652458  -2127478186  -101616384  910255325  -1750738486  -36767261  -1611938839  871785450  1478833949  1394293443  1489876449  1414441728  -853119589  -1133323019  1200257866  -2129507883  -1106665341  472964280  -2119530764  543729292  -1269333810  480450365  117022400  2082007954  -330528658  1296146077  -462237050  -234684758  -993647142  1970460940  -2118484680  -750234299  131636170  1679155023  -86723513  -415417834  -327378625  951045739  1774766405  1739610086  -1691365946  -944766818  -70729269  -1231053404  -1420558852  -905289326  -1786910308  256823232  -1580442540  -257535536  9036554  -1356506440]
2036,100,[1990542775  -1585843711  -1418760389  1218264774  326439309  -270969578  1982790354  -1019473872  1727342504  -679220432  -1744581569  -2085932139  -255646479  -1364926389  933089648  1807947069  51926544  1414721216  125669547  1153504604  92801842  -880008779  1321872371  -1583165015  107537420  1258736343  -67520848  955511857  1656248352  -1137729722  1308017038  1403624295  1668808511  -591908911  95961253  -993808512  561536590  748171363  1508847577  -266487555  897399884  1771520700  1388288387  1801325704  1591985043  1755068515  -357506224  -2088017916  -1900874915  -1353056294  -1638169239  -1984029473  -1669126774  -977161965  -1541894188  -354155607  1311878303  19164451  710517273  1189213418  -2027827695  -1301871307  -325699288  -1815547089  672963780  -2141938496  -2044364935  -946818458  -369788979  507296508  -433468555  119228523  -751750785  14450577  -1977214956  1231737570  -1605754203  -1487278447  -198556730  590030407  -552882677  789809064  -1744875113  -968959422  -1406928829  1450548370  110717069  2082490175  246601637  -1607853364  -493327020  635193662  881410199  -1139884914  2047218204  -764027929  859615757  -1314335497  990544066  -773921824]
2037,100,[536021699  193129547  -849691836  -837787449  1028855188  -526558582  823261625  -1786652978  -1026326356  813248881  -735309102  -257524608  1957715998  -1783381328  -234389371  -804701601  -1669675094  538639823  -982231828  -1526194505  -1398492866  -1576456606  1435954796  -1788647184  33966015  -1140725381  -469808615  -77498844  707172872  -1708401057  -1996973991  -1301519631  690879026  1221230203  -450168889  151484047  201886997  -1080708968  216234585  -1740133596  1990446607  654115661  2146752708  -941889706  -1415967997  -112782667  1399158814  1365687586  -565502812  55907682  -1102731835  -1615543829  445767411  -1461861231  995306879  -1149774890  305802758  1567757214  62762466  2028003412  408120074  -506369350  246501110  2096562175  699911562  1530550490  595836696  1076100010  1222706416  -742395662  867801632  -1973711182  -1650004404  -1636088222  -858218810  -1245447526  -1341300140  -1410089808  1381848641  -736378921  -200122453  965746296  208736816  981569511  1941837157  -846352480  1248289981  -469709657  952799691  -283529521  -1629980928  244721894  -1336862374  50133535  -123739744  -981123532  1833396753  -1609512176  1448995776  537996288]
2041,100,[-787813310  -443687255  1818272624  788794517  -48566284  1603888751  -991936469  -1855817816  814278878  -1754295484  -1040551225  -1400301886  -1344422429  -1743776196  -2066720038  -926290450  2073867594  -908426555  -372896317  177875630  -906895199  -1527703884  113491766  -1872298961  1551950559  -512266343  239234551  -1092404547  -1193839416  662094170  -454027035  -683437447  -1537651819  -1699323393  -101466055  1208362312  -911129133  342933194  -1281771760  1631442958  1747845771  -1967518070  -139130586  -1339506917  187582114  -1125165776  -125110045  1985764837  -618408829  1121553570  -1192633957  -1639338505  1492752890  714737359  1818020370  -1803149015  -1709942685  1429363970  2005013309  1516638993  619916035  1003192443  -392024241  2118671801  -1092120651  235192379  -1778270989  -541457007  414373320  -1798514657  -162995499  -325832537  -1135536345  -1294705360  1409214310  2007358741  -1206378566  214571833  1203831008  1016990393  -1261246708  2106013592  -909663864  1593986091  -1008173010  -1235604135  -1967274958  -1370950933  -1171807270  1459418752  1109523722  -1494398246  968767706  78902949  -442412400  717723883  611745450  -1982301498  894968548  -648425190]
2042,100,[-543916026  1174874528  -1474082167  -919755879  -796759048  -296926032  -1489466888  -791945884  878720327  -15900705  555871543  -2047890106  -456243303  -1810692385  -1309434195  -1059595796  398038478  -1482032279  1545955053  1171099923  915443244  2139154272  39116293  1721032782  -195650082  1644334390  334028307  1432712711  -2035812449  -2023286129  685837084  -4198717  -1465478734  -105545437  1114997792  -1577831767  -790327531  939981288  332927337  -562976956  66029557  1641879151  -1985387485  -1237173881  -547134108  -2122513266  80362289  1184728081  -995965880  910747710  -1084653251  714184115  -1984031849  -1673891897  1177401361  328408110  1509024192  1513096730  388580645  -526452928  -1195897492  1609582461  1655599992  -1112311839  569298278  350067821  -848216414  -1257779254  -229391402  -1282531649  1563573034  1825338678  -54488907  -619041529  -2016464876  1739030251  91854716  792088638  -1916062274  533478523  -726209506  1246975902  -650547732  1555926727  1738185528  -2092314928  1427286305  -1765882684  709280135  -1195101623  2024770864  -2131820415  -101112166  -1175616015  -861531887  -1740150680  -902213944  606089733  -1025351176  175417539]
